sampleDate,site,sampleTime,dissolvedOxygen,Temperature,salinity,conductivity,speciesName,Length,Count,siteComment,observers,dateId,obsId,lengthId,specObsId,modDate,sampleDateTime
5/19/17,HI_Bare_1,847,6.3,21.9,31.4,48.15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
5/19/17,HI_Bare_6,926,5.83,22.4,31.5,48.26,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
5/19/17,HI_Bare_4,915,6.22,22,31.5,48.25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
9/13/17,HI_Bare_6,1130,5.92,23.2,NA,47.21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
9/14/17,SB_Bare_1,930,7.62,25.6,NA,47.86,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
9/14/17,SB_Bare_2,950,7.86,25.6,NA,47.76,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_10,1330,5.98,27,30.4,46.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_72,1300,6.29,27.2,30.1,46.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_77,1315,5.74,26.6,29.9,46.12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_81,1345,6.26,26.6,30.1,46.42,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_Bare_1,1450,6.43,26.8,30,46.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_Bare_2,1440,6.35,26.8,30,46.37,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_Bare_4,1415,5.65,26.9,30.2,46.59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/9/18,HI_Bare_6,1430,5.93,26.8,30.2,46.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10/8/18,SB_128,1625,7.53,27.1,30.2,46.55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
5/29/18,HI_10,1250,6.37,23.2,30.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
6/9/14,SB_Bare_8,1334,7.53,25,30.9,47.52,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
9/17/14,SB_Bare_8,1058,7.58,22.8,29.6,45.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,50,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,653,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pinfish,59,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,628,108,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pinfish,80,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,626,108,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Striped burrfish,164,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,52,659,112,7/21/14 11:36,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pinfish,68,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,625,108,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Silversides,36,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,635,110,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Silversides,48,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,636,110,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Silversides,66,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,637,110,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Silversides,54,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,638,110,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Silversides,54,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,639,110,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,54,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,658,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,71,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,657,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,55,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,656,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pinfish,78,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,630,108,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,40,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,654,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pinfish,75,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,629,108,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,54,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,652,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,59,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,651,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,60,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,650,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,52,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,649,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,74,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,648,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,70,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,647,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,66,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,646,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,63,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,645,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,71,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,644,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,73,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,643,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,65,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,642,111,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,65,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,641,111,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,66,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,640,111,7/21/14 11:30,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Spot,63,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,655,111,7/21/14 11:31,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pipefish,200,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,632,109,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pinfish,69,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,627,108,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pipefish,191,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,631,109,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pipefish,189,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,633,109,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Pipefish,161,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,634,109,7/21/14 11:29,6/18/12 13:32
6/18/12,SB_106,1332,0,23.10000038,32,48.90000153,Oyster Toad,115,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,51,624,107,7/21/14 11:28,6/18/12 13:32
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pipefish,55,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,668,114,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pipefish,178,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,669,114,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pipefish,122,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,670,114,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,69,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,676,116,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pipefish,61,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,671,114,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,56,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,681,116,7/21/14 11:41,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,64,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,674,116,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,57,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,675,116,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,76,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,677,116,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,56,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,678,116,7/21/14 11:41,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,50,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,679,116,7/21/14 11:41,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,48,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,680,116,7/21/14 11:41,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Spot,68,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,673,116,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,80,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,660,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,88,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,663,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Silver Perch,20,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,672,115,7/21/14 11:40,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,117,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,662,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,76,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,661,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,55,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,664,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,53,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,665,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,57,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,666,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_128,1343,0,23.20000076,32,48.93999863,Pinfish,55,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,53,667,113,7/21/14 11:39,6/18/12 13:43
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,53,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,708,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pinfish,86,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,685,119,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,56,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,711,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pinfish,65,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,686,119,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pipefish,168,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,691,120,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pipefish,182,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,692,120,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pipefish,67,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,693,120,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,59,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,709,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Black Sea Bass,115,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,682,117,7/21/14 11:42,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Northern Sennet,75,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,683,118,7/21/14 11:42,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,57,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,710,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pinfish,49,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,687,119,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pinfish,95,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,684,119,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Silversides,45,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,2061,363,12/6/19 10:05,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,63,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,700,122,7/21/14 11:44,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,45,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,699,122,7/21/14 11:44,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,53,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,698,122,7/21/14 11:44,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,65,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,697,122,7/21/14 11:44,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Silver Perch,21,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,694,121,7/21/14 11:44,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Silver Perch,20,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,695,121,7/21/14 11:44,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,48,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,707,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pinfish,71,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,690,119,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,74,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,701,122,7/21/14 11:44,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pinfish,68,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,688,119,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Pinfish,62,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,689,119,7/21/14 11:43,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,77,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,702,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,60,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,703,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,60,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,704,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,67,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,705,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_148,1353,0,23.29999924,32,48.95000076,Spot,57,1,NA,"Victoria, Andrew, DB, CB, BR, AS",16,54,706,122,7/21/14 11:45,6/18/12 13:53
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Spot,66,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,622,105,7/21/14 11:26,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Spot,84,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,621,105,7/21/14 11:26,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,111,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,593,104,7/21/14 11:24,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,82,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,583,103,7/21/14 11:22,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,63,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,584,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,54,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,585,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,49,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,586,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,83,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,587,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,76,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,588,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,54,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,589,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,60,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,590,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,71,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,582,103,7/21/14 11:22,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,174,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,592,104,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Bay Anchovy,85,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,623,106,7/21/14 11:27,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,167,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,594,104,7/21/14 11:24,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,176,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,595,104,7/21/14 11:24,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,167,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,596,104,7/21/14 11:24,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,156,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,597,104,7/21/14 11:24,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,182,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,598,104,7/21/14 11:24,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pipefish,50,NA,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,599,104,7/21/14 11:24,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Black Sea Bass,112,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,580,101,7/21/14 11:22,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Oyster Toad,112,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,581,102,7/21/14 11:22,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Pinfish,91,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,591,103,7/21/14 11:23,6/18/12 13:14
6/18/12,SB_91,1314,0,23.10000038,32,48.95999908,Spot,54,1,NA,"Andrew, Victoria, DB, BR, CB, AS",15,50,608,105,7/21/14 11:25,6/18/12 13:14
